X,Y,CDP,INLINE,dip,var,Ins_Fre,Ins_phase,Max_Amp,label
414099.81,4194154.4,448,508,10.889,0.0009,51.1804,-0.0588,2649142.75,1
413699.98,4193314.32,368,340,2.5079,0.0002,51.1437,-0.0783,2405728.5,1
414384.95,4193464.45,505,370,56.3593,0.0033,51.0071,-0.0195,653236.0,1
415705.05,4192979.72,769,273,14.5639,0.0018,51.083,-0.0336,1225844.625,1
413045.06,4192934.19,237,264,8.0847,0.0006,51.0268,-0.0433,4028133.0,1
413170.1,4192734.21,262,224,7.4087,0.0006,51.109,-0.0559,6133458.0,1
415184.86,4193909.61,665,459,35.0583,0.0264,59.7846,0.483,268290.5938,-1
412960.07,4192849.17,220,247,7.7025,0.0006,51.1838,-0.0211,6055878.0,1
413949.8,4194239.37,418,525,7.1221,0.0008,50.9223,-0.1522,3038707.5,1
413195.04,4193004.21,267,278,8.8341,0.0009,51.0554,-0.0123,2436516.5,1
416920.1,4192704.96,1012,218,6.8242,0.0007,51.0997,-0.1833,3045909.5,1
414259.88,4193844.43,480,446,14.4635,0.0022,50.7021,-0.0765,917041.6875,1
413750.05,4192979.33,378,273,16.9112,0.0027,51.1567,-0.1143,4097748.5,1
416505.11,4192649.87,929,207,23.6295,0.0048,51.0445,-0.1659,1350473.5,1
413640.09,4192759.3,356,229,5.4343,0.0004,51.3041,-0.0002,6260241.0,1
413999.92,4193619.38,428,401,14.5479,0.0031,51.2572,0.0232,2234540.5,1
413859.77,4194389.35,400,555,8.0087,0.0016,51.088,-0.122,2738535.5,1
413480.03,4193054.27,324,288,81.3546,0.0067,51.0521,-0.0614,1520793.625,1
414734.77,4194394.52,575,556,32.5856,0.0295,58.0117,0.4379,209832.7344,-1
416745.07,4192869.92,977,251,10.3202,0.0013,51.1271,-0.0998,2494675.0,1
413660.09,4192779.31,360,233,5.748,0.0005,51.2121,-0.0925,6216372.5,1
413235.08,4192829.22,275,243,14.7544,0.0017,51.1985,-0.0405,4581357.0,1
413984.92,4193639.37,425,405,14.428,0.002,51.2752,-0.0178,2740283.75,1
413089.77,4194399.19,246,557,8.8741,0.0008,51.1923,0.0109,2282686.25,1
413285.02,4193149.23,285,307,3.9531,0.0004,51.1288,0.0005,1697172.125,1
413500.05,4192989.28,328,275,11.4085,0.0023,51.1477,-0.0107,2744681.25,1
414019.96,4193429.38,432,363,52.7309,0.01,50.992,-0.1868,504451.5625,1
413604.91,4193694.3,349,416,2.1016,0.0003,50.9517,-0.1181,2596299.0,1
413014.85,4193954.18,231,468,11.2379,0.0018,50.9881,-0.0741,3406611.25,1
414259.87,4193879.43,480,453,8.3898,0.0019,50.4512,-0.1332,899128.125,1
414014.8,4194244.38,431,526,7.8242,0.0005,51.2262,-0.0048,3323279.25,1
413034.84,4194009.18,235,479,14.9956,0.0016,51.0898,-0.0298,3311837.75,1
413814.76,4194429.34,391,563,5.9798,0.0018,51.3075,0.0954,1683187.125,1
412984.91,4193674.17,225,412,3.348,0.0002,51.011,-0.0869,4653320.0,1
414264.97,4193359.43,481,349,3.9035,0.0014,50.681,-0.1357,611134.4375,1
413064.96,4193429.19,241,363,3.7462,0.0003,51.1262,-0.0056,4870304.5,1
414789.79,4194299.53,586,537,67.8108,0.0931,49.7594,0.1375,148351.9531,-1
414714.83,4194074.52,571,492,79.2665,0.0955,71.0952,0.2091,133680.4844,-1
413859.78,4194319.35,400,541,10.0722,0.0011,51.0313,-0.0605,2887717.0,1
414074.76,4194434.39,443,564,62.7766,0.0063,51.0449,0.0175,1158888.5,1
416900.05,4192954.95,1008,268,9.3114,0.0009,51.1421,-0.0264,2345274.5,1
413345.01,4193194.24,297,316,3.1304,0.0006,51.1862,0.0205,1772784.125,1
413414.95,4193469.26,311,371,3.7389,0.0003,51.1773,0.0223,3994187.5,1
413974.79,4194299.37,423,537,8.6757,0.0008,50.9718,-0.1037,3568136.5,1
413339.76,4194449.24,296,567,7.0133,0.0005,51.0428,-0.0178,3558103.25,1
413114.8,4194254.2,251,528,3.7173,0.0017,50.9792,-0.0092,2716334.25,1
415870.06,4192914.75,802,260,31.1439,0.0201,54.1083,-0.3293,461674.5938,1
413459.94,4193519.27,320,381,9.3086,0.001,51.0457,-0.0119,3264207.5,1
414179.87,4193879.41,464,453,32.8887,0.0068,50.8369,-0.0686,802850.1875,1
413209.77,4194374.22,270,552,18.1927,0.0023,51.1802,-0.0738,2246157.75,1
416935.05,4192999.96,1015,277,14.3257,0.0011,51.1515,0.0215,3068811.75,1
415024.82,4194134.58,633,504,86.1342,0.1662,56.993,-0.1119,289512.6563,-1
413315.12,4192609.24,291,199,1.765,0.0013,51.1473,-0.0312,5561865.5,1
412905.12,4192619.16,209,201,6.9162,0.0008,51.0349,-0.0998,6097608.0,1
417150.09,4192780.0,1058,233,8.1166,0.0006,51.3385,-0.0324,2851194.5,1
413889.8,4194209.35,406,519,17.965,0.0018,50.9633,-0.11,1979760.625,1
415675.05,4192999.71,763,277,2.7034,0.0007,51.4122,-0.0861,1371041.0,1
413455.01,4193154.27,319,308,21.1245,0.0057,51.097,-0.1458,964118.25,1
413645.03,4193054.3,357,288,3.5394,0.0003,51.2049,-0.0143,3483696.25,1
413010.12,4192599.18,230,197,2.9991,0.0002,51.1965,0.0539,7604571.0,1
416770.05,4192954.93,982,268,6.7138,0.0006,51.1401,-0.0683,2408015.0,1
413159.95,4193499.21,260,377,1.9949,0.0003,51.0177,-0.0935,4033611.25,1
416660.11,4192689.91,960,215,12.8089,0.0006,51.1022,-0.1432,1883863.625,1
415905.04,4193029.75,809,283,90.6351,0.0147,51.0028,0.0574,464739.0313,1
415735.08,4192839.72,775,245,27.5519,0.023,51.9752,-0.2061,499400.7813,1
413165.03,4193074.21,261,292,12.9046,0.0016,51.2628,-0.0471,2241271.75,1
413464.89,4193759.27,321,429,6.9345,0.0006,50.9997,-0.0901,2410771.0,1
414124.99,4193294.4,453,336,7.2679,0.0008,50.8042,-0.1222,650480.875,1
417310.09,4192790.03,1090,235,7.437,0.0029,51.1452,-0.2103,2000567.75,1
413784.99,4193284.33,385,334,11.6297,0.0016,51.4461,-0.0239,1822076.125,1
416700.13,4192594.91,968,196,8.9074,0.001,50.8564,-0.0974,1709540.25,1
413495.02,4193134.27,327,304,4.5729,0.0038,50.7522,-0.0678,1453974.125,1
415104.85,4193964.6,649,470,30.7446,0.1311,83.6612,-0.2027,91878.1953,-1
413120.03,4193074.2,252,292,14.5157,0.0014,51.0459,0.0176,2742663.5,1
413500.13,4192579.28,328,193,4.8448,0.0006,51.2462,-0.0935,5239222.5,1
413635.02,4193124.3,355,302,3.8519,0.0005,51.3019,0.0227,3239168.75,1
413200.04,4193029.22,268,283,6.3491,0.0007,50.9825,-0.0655,2152661.0,1
413370.12,4192599.25,302,197,12.1631,0.0016,51.1468,-0.0637,5594616.0,1
413705.05,4192959.32,369,269,14.7746,0.0015,51.1145,-0.1015,4642149.0,1
413879.98,4193324.35,404,342,9.0561,0.0011,50.8138,-0.0575,1414045.875,1
413404.9,4193739.26,309,425,5.7123,0.0006,50.8799,-0.161,2640873.75,1
416605.1,4192719.89,949,221,8.2001,0.0021,51.1285,-0.1828,2011608.625,1
414144.96,4193439.4,457,365,23.959,0.0022,51.3578,-0.0287,617364.125,1
413480.03,4193079.27,324,293,89.3777,0.0072,51.2257,-0.0508,1314952.875,1
413979.97,4193389.37,424,355,80.5178,0.0089,51.257,0.0409,496398.3438,1
417330.06,4192910.04,1094,259,14.9762,0.0119,51.6373,0.043,1161927.625,1
413364.91,4193694.25,301,416,4.8712,0.0005,51.1796,-0.013,2741333.5,1
416840.09,4192774.94,996,232,8.1144,0.0005,51.0774,-0.1146,2878345.0,1
412954.86,4193909.17,219,459,8.9831,0.0011,51.2114,0.0072,4837291.5,1
416445.14,4192524.86,917,182,6.8238,0.0015,50.9469,-0.1612,1040673.625,1
416535.12,4192609.88,935,199,21.0244,0.003,50.983,0.019,1512178.0,1
413919.99,4193269.36,412,331,5.9899,0.0015,50.9694,-0.0355,1151532.25,1
414334.96,4193409.44,495,359,50.4562,0.0015,51.4033,-0.0208,540211.0,1
413475.06,4192919.27,323,261,21.5496,0.0035,50.9463,-0.1033,3063986.0,1
413619.87,4193884.3,352,454,12.5568,0.001,51.0766,0.0159,1664047.625,1
416990.03,4193054.97,1026,288,4.9924,0.0006,51.3387,-0.0371,3313599.0,1
413839.96,4193404.34,396,358,14.2438,0.0017,51.1416,-0.0679,1767073.375,1
413760.05,4192969.33,380,271,16.7106,0.0023,51.167,-0.0652,4014604.75,1
417220.04,4193015.02,1072,280,4.8715,0.001,51.4044,-0.2064,3825404.25,1
412984.81,4194169.17,225,511,8.8164,0.0009,51.2006,-0.0467,4134616.75,1
414139.81,4194194.4,456,516,8.1594,0.0008,50.9821,-0.0546,2317371.5,1
413740.12,4192619.32,376,201,4.6789,0.0008,51.1524,-0.0388,3705276.5,1
417395.08,4192810.05,1107,239,26.8428,0.0174,53.086,-0.0619,732963.125,1
413345.04,4193049.24,297,287,15.3749,0.0009,51.1037,-0.1287,1300953.5,1
416885.05,4192984.95,1005,274,11.7006,0.0014,51.0362,-0.0694,2540598.25,1
413904.95,4193494.36,409,376,5.382,0.0011,51.2643,-0.1633,2476285.25,1
417250.07,4192870.02,1078,251,6.5218,0.0029,52.1869,-0.1813,1637127.0,1
414259.87,4193854.43,480,448,10.5091,0.0015,50.9915,-0.0801,938824.9375,1
416780.12,4192634.93,984,204,1.9014,0.0003,51.1711,-0.0811,1850949.125,1
413289.78,4194349.23,286,547,12.3204,0.0012,51.1577,0.0123,3824022.5,1
414779.81,4194189.53,584,515,41.1371,0.0091,49.9364,0.2152,358827.3125,-1
416480.12,4192634.87,924,204,18.1676,0.0029,51.4034,-0.0598,1384572.0,1
413235.1,4192729.22,275,223,7.5309,0.0008,51.2474,-0.0015,5278584.5,1
413354.97,4193359.25,299,349,2.2245,0.0006,51.2299,0.0234,3430331.5,1
413450.06,4192939.27,318,265,37.7039,0.0045,51.1496,-0.0105,2093619.125,1
414429.94,4193529.46,514,383,23.1202,0.001,52.565,-0.0479,609956.25,1
412874.93,4193564.15,203,390,5.3898,0.0003,51.2796,0.0289,6163383.5,1
413934.98,4193314.36,415,340,27.3386,0.0034,51.1597,-0.0044,962667.25,1
417215.05,4192995.02,1071,276,6.6643,0.0016,51.4593,-0.1568,3272215.75,1
413330.08,4192799.24,294,237,10.8945,0.0015,51.252,-0.0304,4920409.0,1
412965.08,4192834.17,221,244,6.7696,0.0005,51.1451,-0.0555,6105070.0,1
416725.11,4192654.92,973,208,7.8692,0.0009,51.0488,-0.1527,1862123.5,1
414789.81,4194194.53,586,516,20.762,0.0052,50.8359,0.2121,-168388.0469,-1
413635.03,4193094.3,355,296,9.0207,0.0006,51.1139,-0.0733,3510351.5,1
413344.87,4193874.24,297,452,10.3451,0.0009,51.043,-0.1078,2076663.125,1
413019.78,4194309.18,232,539,6.5702,0.001,51.3028,-0.0549,3885535.5,1
413525.13,4192559.28,333,189,3.2402,0.0003,51.2252,-0.0665,5038189.0,1
413005.08,4192834.18,229,244,8.5854,0.001,51.1671,-0.0022,5250769.0,1
413739.94,4193529.32,376,383,9.335,0.0014,51.1904,-0.0541,2057837.25,1
413544.93,4193599.28,337,397,3.4549,0.0003,51.1901,-0.0659,3269746.75,1
413520.12,4192619.28,332,201,9.6717,0.0012,51.2245,-0.0111,4641625.0,1
417380.07,4192865.05,1104,250,21.774,0.0407,57.6277,0.2801,358011.75,1
413275.0,4193219.23,283,321,8.7786,0.0009,51.0901,-0.0028,2112187.5,1
413615.1,4192709.3,351,219,5.6614,0.0004,51.2624,-0.0874,6209422.0,1
413595.11,4192684.29,347,214,2.8928,0.0002,51.3497,-0.0305,5975867.0,1
413325.04,4193009.24,293,279,14.0331,0.0015,51.257,0.0332,1533247.875,1
416915.13,4192559.96,1011,189,5.3817,0.0005,51.2059,-0.038,2484570.75,1
412900.13,4192594.16,208,196,7.0694,0.0008,51.0781,-0.0518,6853719.0,1
413495.05,4192974.27,327,272,11.8118,0.0022,51.1337,-0.0436,2746377.25,1
413959.87,4193884.37,420,454,3.8448,0.0003,50.9825,-0.1511,2810786.25,1
413485.07,4192894.27,325,256,14.1462,0.0026,51.0856,-0.1318,3391254.25,1
413864.8,4194229.35,401,523,13.7627,0.0021,51.1643,-0.0081,2133817.5,1
412974.97,4193364.17,223,350,9.5786,0.001,51.0998,-0.065,4305773.5,1
417065.03,4193069.99,1041,291,10.8817,0.0013,51.156,0.037,2907821.25,1
413909.99,4193279.36,410,333,6.3376,0.0012,51.166,0.0037,1225311.75,1
416050.02,4193109.78,838,299,13.112,0.0015,50.9564,-0.1352,1475097.375,1
413155.13,4192589.21,259,195,2.2956,0.0003,51.059,-0.1386,9540557.0,1
412884.99,4193299.15,205,337,13.0854,0.0014,51.0698,-0.0331,3405203.0,1
414229.87,4193874.42,474,452,18.5435,0.0026,50.8666,-0.1294,846808.75,1
413974.82,4194134.37,423,504,19.5678,0.0037,51.2265,-0.0457,2453918.0,1
413505.14,4192539.28,329,185,6.198,0.0006,51.1764,-0.115,5329508.0,1
416790.12,4192634.93,986,204,4.8407,0.0004,51.1475,-0.0609,1854729.125,1
412919.88,4193804.16,212,438,5.1121,0.0004,51.12,0.049,4922282.5,1
413924.82,4194134.36,413,504,34.0875,0.0081,50.9844,0.0107,2051211.75,1
416800.06,4192914.93,988,260,12.0144,0.0011,51.1109,-0.0274,2344994.5,1
412934.82,4194114.16,215,500,10.3286,0.0009,50.954,-0.0463,3434703.0,1
413814.76,4194444.34,391,566,10.8847,0.0026,51.5044,0.0776,1634983.0,1
414199.86,4193944.42,468,466,81.9099,0.0082,51.3139,-0.0462,1015466.688,1
415009.82,4194139.58,630,505,41.617,0.1138,82.6165,0.0841,97908.7266,-1
412924.81,4194174.16,213,512,5.5258,0.0007,51.0452,-0.1182,3595124.5,1
413134.8,4194209.2,255,519,9.3851,0.0011,51.0895,-0.0492,3543317.25,1
415680.05,4192974.71,764,272,3.7203,0.0011,51.2085,-0.0953,1363739.25,1
413649.98,4193324.31,358,342,6.3595,0.0003,51.2736,-0.0159,2564984.75,1
413899.95,4193459.36,408,369,5.2169,0.002,51.1768,-0.1465,2117901.25,1
412935.01,4193189.16,215,315,8.0629,0.0008,51.073,-0.0711,3391239.5,1
415665.05,4192954.71,761,268,7.1097,0.001,51.3608,-0.0696,1347586.25,1
412985.07,4192854.17,225,248,10.5479,0.001,51.0258,-0.1059,5622025.5,1
416980.12,4192629.97,1024,203,17.0246,0.0013,51.3015,-0.047,2404562.0,1
417095.04,4193034.99,1047,284,11.1543,0.001,51.0249,-0.0666,2751396.0,1
412954.94,4193509.17,219,379,11.0749,0.0011,51.0822,-0.0965,5182032.0,1
414239.9,4193729.42,476,423,10.0227,0.0008,50.7922,-0.1203,1185881.375,1
414084.82,4194129.39,445,503,13.5004,0.005,51.1414,-0.0208,2845896.5,1
413345.0,4193234.24,297,324,7.6732,0.0009,51.0192,-0.0584,1942965.25,1
413574.95,4193489.29,343,375,16.6557,0.0014,51.1334,-0.0474,2470138.75,1
416680.06,4192904.91,964,258,7.7259,0.0009,51.1623,-0.0667,1953675.125,1
413894.9,4193719.35,407,421,3.0455,0.0002,51.1099,-0.0911,3633325.75,1
413734.92,4193634.32,375,404,18.9157,0.0013,51.2264,-0.0599,2050573.375,1
412949.96,4193444.17,218,366,13.8902,0.0016,51.1939,0.0012,5079644.0,1
412919.87,4193884.16,212,454,6.4294,0.0006,51.1772,-0.0089,5115023.0,1
413114.94,4193529.2,251,383,5.1933,0.0004,50.943,-0.0138,3948360.5,1
415945.05,4192989.76,817,275,29.2581,0.016,50.8627,-0.0233,373570.1875,1
413580.04,4193004.29,344,278,5.6687,0.0005,51.0949,-0.0135,3766828.75,1
413804.77,4194399.34,389,557,4.9151,0.0012,51.282,0.0662,1888449.75,1
413310.04,4193029.24,290,283,7.6191,0.0009,51.0087,-0.035,1625361.25,1
413310.06,4192934.24,290,264,15.4364,0.0022,51.1447,-0.0223,3028210.0,1
413555.06,4192944.29,339,266,10.4385,0.0011,51.051,-0.1422,4411342.5,1
416925.1,4192739.96,1013,225,9.0795,0.0008,51.1538,-0.1527,3201377.75,1
415870.07,4192869.75,802,251,19.8313,0.0028,51.365,-0.1218,941930.9375,1
413154.76,4194449.21,259,567,12.0072,0.0013,51.3079,0.0924,2282018.5,1
413979.98,4193344.37,424,346,78.8994,0.015,50.8733,0.0306,387059.0625,1
417025.03,4193069.98,1033,291,7.5096,0.0009,51.132,0.0297,3186633.25,1
413420.11,4192684.26,312,214,2.0433,0.0006,51.1292,-0.0215,3504821.5,1
412979.78,4194334.17,224,544,7.7858,0.0008,51.1509,-0.0829,4014252.0,1
415915.04,4193049.76,811,287,60.8967,0.005,50.8344,0.0499,788126.375,1
416095.02,4193109.79,847,299,17.6836,0.0026,51.1206,-0.0802,1258970.375,1
413779.92,4193629.33,384,403,22.1226,0.0022,51.1814,-0.0155,1789632.25,1
413839.91,4193674.34,396,412,11.1062,0.0009,51.1385,-0.0484,2432301.0,1
414019.89,4193759.38,432,429,11.4415,0.0023,50.946,-0.1025,2516244.75,1
416975.03,4193059.97,1023,289,3.8508,0.0006,51.1831,-0.062,3257615.0,1
414189.93,4193574.41,466,392,1.6752,0.0004,51.0816,-0.0409,679396.4375,1
414079.89,4193774.39,444,432,15.9297,0.0028,51.0853,-0.0143,1649464.25,1
413429.92,4193624.26,314,402,6.5342,0.0008,51.1523,0.0236,3184271.0,1
413495.11,4192694.27,327,216,40.251,0.0064,51.1326,-0.035,2817254.5,1
414604.96,4193429.5,549,363,5.0425,0.0026,50.7648,-0.0177,679949.5625,1
414649.95,4193454.5,558,368,6.4092,0.0044,50.5229,0.0045,540790.875,1
413584.98,4193304.29,345,338,8.5956,0.0009,51.1779,-0.0837,2384622.25,1
412955.11,4192649.17,219,207,4.9735,0.0002,51.161,-0.0474,7141415.0,1
413335.08,4192819.24,295,241,12.5467,0.0018,51.1582,-0.0645,4590366.0,1
413429.94,4193514.26,314,380,8.5449,0.0007,50.972,-0.0568,3664150.75,1
413924.95,4193484.36,413,374,6.8738,0.0026,51.3259,-0.0101,2014771.125,1
413224.94,4193539.22,273,385,3.9061,0.0003,51.0382,-0.1012,4146566.75,1
413069.92,4193644.19,242,406,9.0031,0.0012,51.0977,0.0172,4296227.5,1
414589.93,4193559.49,546,389,10.0407,0.001,51.1882,-0.1086,901968.5,1
414054.77,4194404.39,439,558,19.4688,0.0021,51.1895,-0.1022,1676308.0,1
413200.07,4192854.22,268,248,12.6172,0.001,50.9663,-0.1149,4202687.0,1
414219.77,4194374.42,472,552,20.7211,0.0022,51.0604,-0.0489,1158649.5,1
413740.04,4193019.32,376,281,12.722,0.0019,51.1287,-0.1018,3902892.25,1
413469.92,4193609.27,322,399,7.4714,0.0006,50.8796,-0.1366,3141699.25,1
413659.93,4193599.31,360,397,4.6358,0.0004,51.2685,-0.0496,3095206.0,1
413725.03,4193089.32,373,295,4.0987,0.0004,51.1614,-0.0509,3385639.25,1
413705.0,4193204.32,369,318,3.5253,0.0003,51.2618,-0.0158,2824931.5,1
413525.04,4193014.28,333,280,7.2545,0.0012,51.1996,-0.0288,3126786.5,1
413094.78,4194354.2,247,548,11.7051,0.0013,51.1008,-0.0023,2337978.5,1
413429.96,4193404.26,314,358,1.5709,0.0003,51.3719,0.0068,3567652.0,1
417225.1,4192705.02,1073,218,3.7337,0.0003,51.3468,-0.103,3636845.75,1
412885.0,4193209.15,205,319,10.0793,0.0009,51.0538,-0.009,3362832.75,1
412859.85,4193989.15,200,475,4.6612,0.0005,51.1024,0.0296,3535335.25,1
413670.09,4192754.31,362,228,7.281,0.0008,51.1453,-0.1091,5670670.5,1
414749.82,4194119.52,578,501,2.9096,0.0234,57.0262,-0.9687,18431.6602,-1
413099.95,4193459.2,248,369,5.4782,0.0003,50.9435,-0.1293,4940767.0,1
413419.94,4193544.26,312,386,7.5079,0.0008,51.1269,-0.0656,3594993.0,1
413715.09,4192749.32,371,227,12.2067,0.0014,51.1796,-0.0341,4714408.5,1
415555.01,4193174.69,739,312,5.4879,0.0011,51.5972,-0.1097,1511842.25,1
414254.89,4193769.43,479,431,13.3455,0.0013,51.0553,0.0474,1046627.813,1
413204.92,4193624.22,269,402,5.4008,0.0006,50.9434,-0.0741,3168552.25,1
413085.01,4193159.19,245,309,4.0495,0.0004,51.0357,-0.0472,3096243.25,1
413949.82,4194124.37,418,502,14.2928,0.0012,50.9577,-0.1572,2069811.375,1
412994.76,4194439.18,227,565,4.7286,0.0016,51.008,-0.1566,2329605.75,1
417060.08,4192799.98,1040,237,6.3024,0.0007,50.8185,-0.205,2754816.75,1
414014.83,4194084.38,431,494,4.5653,0.0005,51.0512,0.0169,2537666.5,1
414274.77,4194389.43,483,555,15.2611,0.003,51.4236,0.0227,1085336.375,1
413909.87,4193879.36,410,453,4.6809,0.0005,50.9426,-0.1129,2457954.5,1
417325.09,4192775.04,1093,232,7.7052,0.0029,51.6705,-0.1001,2165661.0,1
413415.09,4192784.26,311,234,10.5444,0.0017,51.3122,-0.0339,4270483.0,1
417230.13,4192560.02,1074,189,1.7475,0.0007,52.2854,0.0558,2674519.75,1
417255.08,4192800.02,1079,237,14.7136,0.0022,51.1371,-0.1202,2164573.5,1
417205.1,4192715.01,1069,220,4.367,0.0004,51.4679,-0.0584,3419857.5,1
416585.1,4192699.89,945,217,14.5724,0.0019,51.3974,-0.0416,1712697.75,1
413184.78,4194354.21,265,548,10.4589,0.0019,51.0458,-0.0656,2162256.75,1
412890.04,4193029.15,206,283,12.6686,0.0013,51.0759,-0.1122,5071859.5,1
414039.85,4193969.38,436,471,2.0376,0.0005,50.9398,-0.1863,2946250.75,1
413539.92,4193649.28,336,407,6.9114,0.0004,51.1583,-0.0428,2934569.25,1
413315.13,4192569.24,291,191,5.5396,0.0007,51.1725,-0.0703,7485630.5,1
413999.94,4193549.38,428,387,80.3113,0.0041,51.3166,-0.15,1277290.25,1
417275.11,4192685.03,1083,214,5.34,0.0004,51.2165,-0.1846,3591530.0,1
415895.04,4193034.75,807,284,59.3938,0.0147,50.2157,0.1159,457096.1875,1
412939.99,4193264.16,216,330,5.4626,0.0005,51.0782,-0.0234,3214916.25,1
414264.95,4193474.43,481,372,6.8596,0.0006,50.5781,-0.2023,577350.9375,1
416900.06,4192904.95,1008,258,10.0226,0.0011,51.0107,-0.1695,2578629.0,1
413814.98,4193344.34,391,346,18.2603,0.0032,51.0328,-0.1065,1674222.75,1
413249.89,4193784.23,278,434,7.2104,0.0008,50.9972,-0.031,2539683.5,1
414189.78,4194349.41,466,547,20.1165,0.0016,51.4427,-0.001,1233838.0,1
414404.76,4194449.46,509,567,21.7326,0.0068,51.7146,-0.0476,652883.0625,1
413315.1,4192704.24,291,218,27.1201,0.0028,51.1831,-0.0703,3288321.5,1
414459.95,4193469.47,520,371,15.2439,0.0024,50.5874,-0.1213,829218.75,1
413294.97,4193369.23,287,351,5.3104,0.0004,51.1979,-0.0762,4402868.5,1
413809.97,4193399.34,390,357,6.7093,0.001,51.0347,-0.0665,2039060.5,1
412875.14,4192524.15,203,182,6.8213,0.0005,51.1854,-0.0738,8488956.0,1
413070.13,4192584.19,242,194,4.7722,0.0003,51.1576,-0.0609,8923805.0,1
412940.14,4192534.16,216,184,7.3509,0.0005,51.0737,-0.1364,8866465.0,1
415129.86,4193949.6,654,467,14.8848,0.0897,83.196,0.4801,118855.1172,-1
414119.91,4193654.4,452,408,9.4493,0.0014,51.0793,0.0473,1129440.875,1
414509.97,4193354.48,530,348,6.5635,0.0007,51.5996,-0.0611,970023.125,1
413410.04,4193029.26,310,283,10.7742,0.005,50.8024,-0.1625,1019569.0,1
413255.02,4193134.23,279,304,4.3492,0.0003,51.2372,0.0033,1721456.0,1
414069.95,4193459.39,442,369,21.217,0.0133,50.4743,-0.1609,503083.0,1
413569.97,4193399.29,342,357,14.3599,0.002,51.1608,-0.1743,2310018.25,1
416075.02,4193114.79,843,300,14.735,0.0022,50.8988,-0.1535,1370620.125,1
413269.78,4194354.23,282,548,11.4738,0.0016,51.0494,-0.1202,3416460.0,1
414989.78,4194309.57,626,539,14.979,0.0334,71.6772,-0.4556,253817.1719,-1
415735.04,4193019.72,775,281,14.1508,0.0016,51.0647,-0.035,1149029.625,1
414219.93,4193554.42,472,388,9.4141,0.0014,51.0455,-0.0595,646450.75,1
413755.13,4192554.33,379,188,6.4676,0.0006,51.0614,-0.041,2454155.0,1
413989.84,4194039.37,426,485,4.4033,0.0008,50.9571,-0.0365,2545042.0,1
412924.85,4193994.16,213,476,13.1392,0.0016,50.9823,-0.1294,4121521.5,1
413719.99,4193274.32,372,332,2.7757,0.0003,51.2156,-0.0719,2297520.75,1
413214.76,4194429.22,271,563,5.5853,0.0005,51.1498,-0.0015,2587118.5,1
412924.97,4193364.16,213,350,9.5754,0.0013,51.0916,-0.0719,4131071.5,1
414524.99,4193294.48,533,336,11.6107,0.0012,51.1465,0.0088,998024.8125,1
416810.13,4192584.94,990,194,10.732,0.0014,51.0495,-0.0503,2005008.75,1
417125.12,4192625.0,1053,202,8.3202,0.0009,51.5184,0.0067,3002744.75,1
413424.92,4193644.26,313,406,6.2939,0.0007,50.8395,-0.12,3080914.75,1
413709.85,4193964.32,370,470,11.3729,0.0008,51.1693,-0.0452,1303742.0,1
413669.97,4193379.31,362,353,13.418,0.0023,51.1699,0.0041,2552452.0,1
413624.91,4193669.3,353,411,7.2544,0.0005,51.0519,-0.0381,3023540.75,1
412984.94,4193509.17,225,379,12.211,0.0012,51.0537,-0.0779,4827249.5,1
413534.96,4193439.28,335,365,10.228,0.0009,51.2217,-0.1046,2572070.75,1
413069.83,4194089.19,242,495,4.3173,0.0004,51.0319,-0.0999,4261904.0,1
414169.87,4193889.41,462,455,29.2733,0.0053,50.6458,-0.0097,916429.3125,1
413889.95,4193464.35,406,370,5.9805,0.0015,51.2855,-0.1047,2346270.0,1
414249.8,4194244.43,478,526,11.9596,0.0014,51.1429,-0.0028,1479322.375,1
413799.78,4194349.34,388,547,4.1877,0.0006,51.1838,-0.0284,2358294.5,1
414224.92,4193634.42,473,404,4.3606,0.0007,51.15,-0.0584,815378.4375,1
413150.01,4193164.21,258,310,5.2002,0.0004,51.0758,0.024,2626327.25,1
416615.11,4192669.9,951,211,7.6271,0.001,51.2669,-0.0313,1940536.75,1
414444.93,4193559.46,517,389,20.7068,0.0018,51.7045,0.0673,549140.5,1
413510.06,4192904.28,330,258,11.4363,0.0016,51.1655,-0.0672,4080095.25,1
413275.15,4192489.23,283,175,9.6387,0.0008,51.1832,-0.0255,6906021.5,1
412965.08,4192844.17,221,246,7.588,0.0007,51.2094,-0.0229,6035426.0,1
413005.14,4192529.18,229,183,5.8435,0.0003,51.306,0.0943,8581165.0,1
414064.87,4193884.39,441,454,15.8187,0.0019,51.1678,-0.0516,2233714.5,1
414159.89,4193764.41,460,430,25.1265,0.0021,51.0663,-0.0472,748781.5625,1
413839.78,4194314.34,396,540,7.0957,0.0008,51.042,0.0083,2770971.0,1
413909.82,4194104.36,410,498,7.1177,0.0017,51.1024,-0.0503,1725796.625,1
413664.91,4193664.31,361,410,8.8879,0.0007,51.1884,0.0064,3126306.0,1
413015.14,4192539.18,231,185,6.4521,0.0005,51.3957,0.1129,8668878.0,1
413059.78,4194309.19,240,539,11.4728,0.0018,51.1403,-0.0116,3122839.0,1
413849.99,4193294.35,398,336,22.9152,0.0037,51.1842,-0.043,1267571.625,1
414024.89,4193774.38,433,432,12.056,0.0022,50.9312,-0.1036,2540676.75,1
415845.02,4193144.74,797,306,5.1258,0.0011,51.0181,-0.1703,1485879.0,1
