X,Y,CDP,INLINE,dip,var,Ins_Fre,Ins_phase,Max_Amp,label
415780.0,4193234.73,784,324,14.6634,0.0018,51.1499,-0.0672,1004343.375,1
414034.91,4193684.38,435,414,19.2571,0.0024,51.0944,-0.0478,1870120.875,1
417410.09,4192785.05,1110,234,28.661,0.008,51.3039,-0.1739,835027.0,1
416805.1,4192714.93,989,220,6.2024,0.0004,51.0155,-0.0336,2135424.5,1
413545.07,4192889.28,337,255,8.1512,0.0009,51.2289,-0.0344,4939036.0,1
413549.92,4193629.29,338,403,4.2038,0.0003,51.1328,-0.0521,3166667.0,1
413584.99,4193294.29,345,336,7.1473,0.0007,51.3255,-0.0551,2351463.25,1
413645.06,4192939.3,357,265,9.893,0.0007,51.1388,-0.0687,4543351.5,1
413405.12,4192599.26,309,197,14.8086,0.0024,51.0004,-0.0568,5151129.0,1
413430.01,4193199.26,314,317,16.6691,0.0033,50.9065,-0.1894,1228751.75,1
413644.86,4193919.3,357,461,7.9503,0.001,50.8999,-0.0726,1550213.25,1
412914.86,4193934.16,211,464,8.2538,0.0009,51.0448,-0.1276,4430217.0,1
413275.0,4193224.23,283,322,10.1132,0.001,51.1059,0.0152,2162544.75,1
413000.0,4193234.18,228,324,1.4137,0.0002,51.0795,0.0276,3236544.5,1
414589.93,4193569.49,546,391,12.7755,0.0009,51.2005,-0.0763,928006.9375,1
413784.76,4194434.33,385,564,11.009,0.0022,51.4117,0.1164,1478556.0,1
413184.98,4193339.21,265,345,3.5006,0.0004,51.1852,-0.056,4804924.0,1
413119.99,4193264.2,252,330,3.1821,0.0007,51.0156,-0.102,3569660.5,1
413114.94,4193514.2,251,380,5.7545,0.0005,51.0509,-0.0375,4174605.5,1
413684.91,4193669.31,365,411,9.5427,0.001,51.1767,-0.0419,2951830.75,1
417260.13,4192555.02,1080,188,5.329,0.0005,51.1784,-0.1532,2819616.25,1
417195.14,4192530.01,1067,183,9.2602,0.0029,51.3682,-0.126,1783971.5,1
412855.06,4192914.15,199,260,11.5212,0.0012,51.141,-0.1069,5920981.5,1
413714.9,4193734.32,371,424,10.2782,0.0012,51.183,-0.0049,2750527.75,1
412904.87,4193869.16,209,451,6.8789,0.0006,51.277,0.0398,5080491.0,1
413124.96,4193449.2,253,367,3.7478,0.0002,51.2379,0.0109,4981511.5,1
412974.97,4193354.17,223,348,9.4812,0.001,51.0353,-0.0859,4116602.0,1
413185.14,4192524.21,265,182,3.4161,0.0002,51.1977,-0.1201,10374162.0,1
413044.98,4193344.19,237,346,3.9508,0.0003,50.8955,-0.1032,4273573.0,1
415955.04,4193044.76,819,286,30.034,0.0052,50.951,-0.0415,977252.125,1
415830.06,4192949.74,794,267,6.1059,0.0056,51.4772,0.0891,574816.0625,1
414639.96,4193439.5,556,365,24.3227,0.0039,50.7657,-0.0355,503225.25,1
413839.96,4193419.34,396,361,9.7235,0.002,51.0643,-0.0701,2046529.375,1
413494.98,4193314.27,327,340,10.287,0.0018,51.0498,-0.1669,2142503.75,1
415650.0,4193219.7,758,321,10.2195,0.0023,51.602,-0.1607,2097629.0,1
415159.86,4193924.61,660,462,60.4316,0.0649,51.3748,0.4093,226778.5781,-1
412935.14,4192524.16,215,182,7.7644,0.0007,51.1833,0.0146,8882935.0,1
414174.82,4194104.41,463,498,17.5881,0.0017,51.0369,-0.0917,2327667.0,1
413160.15,4192484.21,260,174,3.6119,0.0005,51.3324,-0.0054,9509021.0,1
413590.13,4192584.29,346,194,10.5116,0.0013,51.1041,-0.0542,3929329.5,1
414314.76,4194439.44,491,565,39.7721,0.0062,51.6094,-0.0357,776734.8125,1
413704.95,4193489.32,369,375,14.6163,0.0016,51.1711,-0.126,2209616.75,1
413005.01,4193154.18,229,308,4.003,0.0006,51.0512,-0.0862,3319196.0,1
413545.02,4193104.28,337,298,9.4318,0.0013,51.027,-0.0282,2603999.75,1
413690.08,4192829.31,366,243,9.9846,0.0013,51.3142,0.016,5249599.5,1
416615.13,4192569.9,951,191,8.4087,0.0008,51.1825,-0.0095,1972538.375,1
413570.15,4192494.29,342,176,1.419,0.0002,51.1692,-0.011,4479898.5,1
413259.76,4194409.23,280,559,1.3333,0.0004,51.2797,0.0288,3049135.25,1
414099.76,4194449.4,448,567,77.5947,0.0066,51.458,0.0204,777697.1875,1
413485.02,4193134.27,325,304,7.5475,0.0051,51.0779,0.06,1304188.0,1
414134.87,4193874.4,455,452,45.2294,0.0059,51.2479,0.0096,1110710.875,1
413255.09,4192784.23,279,234,11.0301,0.001,51.2368,-0.0888,5255513.5,1
414069.96,4193429.39,442,363,12.8871,0.0034,50.8482,-0.2207,574141.0,1
413590.02,4193144.29,346,306,5.1912,0.0006,51.0834,-0.0628,2466227.75,1
413725.01,4193164.32,373,310,3.9455,0.0004,51.1915,-0.0439,3031287.5,1
413929.86,4193909.36,414,459,12.3993,0.0007,51.1779,-0.0596,2343590.0,1
413475.03,4193064.27,323,290,83.1463,0.0081,51.2637,-0.026,1288811.375,1
412974.79,4194284.17,223,534,7.6698,0.0008,51.2622,-0.0825,4473597.5,1
413969.82,4194129.37,422,503,17.3116,0.0055,51.0321,-0.115,2247436.0,1
415905.01,4193169.75,809,311,6.4895,0.0011,51.2126,-0.1609,1934483.0,1
413029.89,4193784.18,234,434,6.4882,0.0005,50.9853,-0.0749,4508555.5,1
416625.11,4192659.9,953,209,4.3899,0.0007,51.1971,-0.1022,1990187.75,1
414664.93,4193569.51,561,391,11.5645,0.0009,51.0915,-0.0477,879415.1875,1
412919.89,4193764.16,212,430,3.6565,0.0002,51.1842,-0.0216,4671217.0,1
416885.12,4192624.95,1005,202,2.3501,0.0004,51.0676,-0.0948,2538995.0,1
417290.05,4192975.03,1086,272,9.1837,0.003,51.7298,-0.0143,2812384.0,1
416155.01,4193189.8,859,315,9.1478,0.0012,51.5337,0.0198,1280221.75,1
413740.05,4192964.32,376,270,15.2974,0.0021,51.2332,-0.008,4368173.0,1
413884.97,4193374.35,405,352,24.6171,0.0017,51.1798,-0.021,1197093.625,1
416905.04,4193044.95,1009,286,14.0507,0.0013,51.158,-0.0199,3023779.25,1
413350.04,4193024.25,298,282,22.4661,0.0016,51.2346,-0.045,1277394.75,1
415124.85,4193959.6,653,469,50.1461,0.3113,126.6263,0.1919,80287.3281,-1
412965.01,4193199.17,221,317,10.4593,0.0007,50.9931,-0.0883,3370019.0,1
412895.09,4192784.16,207,234,1.181,0.0002,51.0574,-0.15,7290940.0,1
416795.1,4192719.93,987,221,5.5727,0.0006,50.9943,-0.0411,2124705.25,1
412949.92,4193609.17,218,399,7.3372,0.0005,51.0109,-0.0587,5318326.5,1
417305.07,4192890.03,1089,255,21.4415,0.0093,52.4355,-0.1016,1207856.5,1
414519.95,4193494.48,532,376,11.3126,0.0017,50.5869,-0.1014,672472.8125,1
413959.97,4193364.37,420,350,65.3368,0.0081,51.4828,0.0448,567208.3125,1
414289.94,4193534.43,486,384,17.6081,0.0015,50.9954,-0.0847,683613.125,1
415695.06,4192919.71,767,261,14.6814,0.0037,51.0756,-0.0799,1058693.75,1
414549.97,4193369.48,538,351,21.4004,0.0014,51.4229,-0.0206,770162.125,1
413425.13,4192559.26,313,189,15.2489,0.0025,51.1142,-0.0563,6050227.5,1
413229.9,4193704.22,274,418,5.9023,0.0004,51.1027,-0.0668,2269356.25,1
413189.86,4193919.21,266,461,17.0294,0.0033,50.9454,-0.1291,2720714.75,1
413584.94,4193524.29,345,382,8.8835,0.001,51.0706,-0.0191,2885970.5,1
414474.93,4193554.47,523,388,11.7026,0.0026,50.4188,0.0169,622355.6875,1
413479.95,4193484.27,324,374,6.1188,0.0008,50.9741,-0.1026,3203504.75,1
416830.14,4192519.94,994,181,4.0903,0.0003,51.0982,-0.0448,2368246.0,1
414039.91,4193659.38,436,409,27.169,0.0023,51.3194,0.0524,1696194.75,1
413635.11,4192649.3,355,207,11.136,0.0012,51.3312,-0.0183,4527287.5,1
416980.04,4193039.97,1024,285,4.7327,0.0004,51.3228,0.0042,3413548.75,1
413215.14,4192534.22,271,184,4.3569,0.0002,51.2302,-0.051,9858912.0,1
414079.98,4193314.39,444,340,26.7298,0.0047,50.5997,-0.1548,540701.4375,1
413909.81,4194159.36,410,509,17.348,0.0019,51.1572,-0.0476,1807926.875,1
413569.89,4193779.29,342,433,4.0523,0.0004,51.1024,0.0057,1990037.375,1
414769.95,4193489.53,582,375,5.3862,0.0017,50.8446,-0.0521,725292.125,1
413145.12,4192639.21,257,205,5.6392,0.0007,51.1978,-0.0768,8086385.5,1
413445.08,4192839.26,317,245,17.5402,0.0039,51.1759,-0.0174,3113646.5,1
412994.81,4194159.18,227,509,8.9136,0.001,50.8992,-0.1187,4154591.75,1
414089.9,4193744.39,446,426,19.0517,0.0027,50.6746,-0.1193,1245085.5,1
416495.14,4192544.87,927,186,9.4524,0.0024,51.0343,-0.176,1244465.625,1
413859.97,4193394.35,400,356,19.6838,0.0016,51.0804,-0.0796,1459378.75,1
413105.06,4192934.2,249,264,3.3367,0.0004,51.1127,-0.0489,3432584.5,1
413784.97,4193399.33,385,357,8.8782,0.001,51.0918,-0.0553,2284408.5,1
413064.81,4194179.19,241,513,7.2072,0.0005,51.3062,0.0145,4287496.5,1
413869.9,4193729.35,402,423,6.3099,0.0005,51.0864,-0.0458,3297259.0,1
413734.92,4193639.32,375,405,15.7559,0.0014,51.1381,-0.0887,2092400.25,1
413580.06,4192904.29,344,258,8.644,0.0006,51.1248,-0.0738,5065809.0,1
413450.04,4193029.27,318,283,49.8159,0.0102,51.0787,0.0291,972606.375,1
413674.86,4193939.31,363,465,6.5772,0.0006,50.7979,-0.0909,1497317.625,1
414739.77,4194394.52,576,556,30.3401,0.0295,55.7958,0.3759,194133.7969,-1
414134.97,4193374.4,455,352,6.4792,0.001,50.7412,-0.1284,663891.5625,1
415019.82,4194119.58,632,501,78.3646,0.1977,147.5424,0.1697,33184.4727,-1
412939.91,4193684.16,216,414,7.5832,0.0005,51.0471,-0.0504,4486616.0,1
413259.94,4193539.23,280,385,6.2017,0.0003,50.9069,-0.1236,4657197.5,1
416055.02,4193104.78,839,298,14.9336,0.0018,50.9366,-0.1553,1453137.75,1
413044.95,4193459.19,237,369,6.5459,0.0006,51.0754,-0.0596,4851087.5,1
413954.86,4193919.37,419,461,5.0837,0.0004,51.1361,-0.123,2517419.5,1
416685.13,4192584.91,965,194,9.6172,0.0011,51.0965,-0.0075,1732437.375,1
415600.03,4193054.69,748,288,7.4456,0.0014,51.6037,-0.2047,1311177.125,1
413765.03,4193054.33,381,288,8.7891,0.0016,51.2529,-0.1345,3081513.5,1
412984.84,4194039.17,225,485,12.8458,0.0015,51.1469,0.0157,3995329.0,1
414184.83,4194059.41,465,489,18.6537,0.003,51.0493,-0.0094,2205466.75,1
414779.81,4194174.53,584,512,49.0912,0.0121,52.3831,0.4987,334690.75,-1
413344.87,4193879.24,297,453,10.0202,0.0011,51.1898,0.0099,2080922.25,1
412934.89,4193789.16,215,435,4.4741,0.0003,51.0975,-0.0115,4848024.0,1
414494.95,4193489.47,527,375,11.8763,0.001,50.4686,-0.0502,716406.5,1
412880.11,4192649.15,204,207,5.2948,0.0003,51.154,-0.0701,5298904.0,1
413239.9,4193744.22,276,426,9.8551,0.0007,51.0453,-0.0598,2454910.25,1
414989.8,4194229.57,626,523,83.7968,0.1791,146.8562,0.0099,15452.0977,-1
413889.99,4193269.35,406,331,13.5456,0.0016,51.0014,-0.06,1210154.875,1
414214.92,4193614.42,471,400,6.8587,0.0009,51.2954,-0.0459,759770.9375,1
413739.99,4193259.32,376,329,8.3164,0.0007,51.0911,-0.118,2332520.25,1
413700.07,4192854.32,368,248,11.1918,0.0015,51.2633,-0.0057,4752577.0,1
414019.76,4194424.38,432,562,29.6117,0.0029,51.1339,-0.0575,1714803.375,1
414079.85,4193994.39,444,476,4.7285,0.0004,51.1814,-0.0156,3152403.0,1
416840.09,4192749.94,996,227,6.1588,0.0005,51.2153,-0.0402,2657900.5,1
413740.08,4192824.32,376,242,12.8537,0.0026,51.3188,0.0276,3777442.25,1
413305.05,4192974.24,289,272,18.2723,0.0023,51.0261,-0.0853,2196872.0,1
416095.0,4193214.79,847,320,8.2906,0.003,51.2501,0.0988,1066322.125,1
412864.92,4193619.15,201,401,4.4144,0.0003,51.2449,0.0092,5511201.0,1
412999.83,4194079.18,228,493,13.4991,0.0018,51.0048,-0.0335,3987647.0,1
414264.94,4193514.43,481,380,10.8315,0.0012,50.4243,-0.1819,629662.1875,1
412984.97,4193399.17,225,357,8.9156,0.0009,51.0604,-0.015,4729100.0,1
413939.98,4193314.36,416,340,31.962,0.004,51.1252,-0.0128,904326.5625,1
412979.83,4194089.17,224,495,12.3949,0.0014,51.0595,-0.0805,3820748.75,1
414574.94,4193544.49,543,386,11.5027,0.0009,51.1513,-0.0342,801767.625,1
413914.99,4193299.36,411,337,4.3068,0.0015,51.0609,0.0175,1226000.5,1
416900.11,4192684.95,1008,214,5.8523,0.0005,51.0464,-0.0858,2864192.0,1
414059.78,4194354.39,440,548,10.6575,0.0008,50.8809,-0.1155,2341724.5,1
416960.04,4193019.97,1020,281,10.0517,0.0007,51.2703,0.0694,3404589.75,1
413305.14,4192534.24,289,184,4.5977,0.0004,51.1452,-0.0922,8004344.0,1
414414.83,4194069.46,511,491,19.5784,0.0102,55.9191,-0.1446,572411.9375,-1
413110.14,4192539.2,250,185,1.5388,0.0001,51.0589,-0.1265,10375602.0,1
414204.77,4194369.42,469,551,17.3363,0.0015,51.0146,-0.0193,1163656.5,1
413839.98,4193314.34,396,340,25.6746,0.0037,51.2604,0.0152,1322529.875,1
416500.12,4192614.87,928,200,18.4796,0.0039,51.2236,-0.1441,1455319.0,1
414534.97,4193364.48,535,350,22.7474,0.0009,51.7146,-0.0324,837413.0,1
412985.05,4192984.17,225,274,7.952,0.001,51.0289,-0.0506,4377773.0,1
414979.78,4194354.57,624,548,51.0604,0.0282,51.7119,0.0274,241022.8125,-1
414559.97,4193364.49,540,350,14.6109,0.0024,51.2854,-0.0272,729089.25,1
414299.79,4194289.44,488,535,19.6073,0.0027,50.754,-0.1095,1123514.25,1
414239.87,4193884.42,476,454,16.864,0.0024,50.8251,-0.0779,911101.9375,1
412915.01,4193189.16,211,315,7.6723,0.0007,50.938,-0.1204,3393459.25,1
413250.0,4193234.23,278,324,13.6636,0.0014,51.2385,0.0022,2284923.0,1
413090.1,4192739.19,246,225,2.5084,0.0008,50.9713,-0.113,6465901.0,1
413744.95,4193474.32,377,372,6.3282,0.0012,50.9883,-0.0813,2340517.0,1
413595.05,4192969.29,347,271,8.5633,0.0008,51.0083,-0.1444,4301415.5,1
413050.0,4193219.19,238,321,1.0671,0.0001,51.0436,0.0094,3190958.0,1
413570.06,4192914.29,342,260,10.1235,0.001,51.199,-0.0031,4908602.0,1
414194.84,4194009.41,467,479,16.3768,0.0031,51.0443,-0.1076,1950346.625,1
413554.89,4193764.29,339,430,3.611,0.0002,51.1317,0.0113,2117850.25,1
414284.82,4194129.43,485,503,12.9656,0.0047,51.444,-0.0518,1815850.125,1
417170.09,4192750.01,1062,227,11.5454,0.001,51.1685,-0.048,2906867.5,1
413304.94,4193524.24,289,382,1.2744,0.0001,51.2742,0.0026,4918283.0,1
414059.91,4193674.39,440,412,12.278,0.002,51.2261,-0.0624,1482293.375,1
414484.81,4194194.47,525,516,33.7526,0.0403,97.3834,-0.1264,227918.7656,-1
417265.05,4192970.03,1081,271,8.2802,0.0028,51.8151,0.0276,2776108.25,1
413749.89,4193754.33,378,428,11.7049,0.0009,51.1791,-0.0192,2661598.75,1
414219.86,4193909.42,472,459,9.0422,0.0042,50.4786,-0.1581,932480.0,1
417400.06,4192935.05,1108,264,17.5941,0.0193,77.5244,0.5923,295382.3125,1
414664.94,4193534.51,561,384,11.6533,0.0009,50.9992,-0.0308,741172.9375,1
413959.82,4194139.37,420,505,15.0149,0.0023,51.0075,-0.0972,2293543.5,1
413465.07,4192884.27,321,254,20.1395,0.0037,50.9662,-0.1186,2932119.75,1
413769.93,4193589.33,382,395,17.7453,0.0025,51.3149,0.0095,1805809.625,1
415900.01,4193194.75,808,316,10.1759,0.0012,51.3247,-0.1153,1710686.875,1
412949.84,4194044.17,218,486,12.4159,0.0015,51.047,-0.083,4027746.25,1
415970.01,4193154.77,822,308,8.802,0.0013,51.2096,-0.053,1835053.125,1
416835.05,4192979.94,995,273,11.544,0.0013,51.1493,0.0871,2279466.75,1
415670.04,4193004.71,762,278,2.3968,0.0005,51.4827,-0.0908,1430484.125,1
416550.1,4192729.88,938,223,16.4914,0.0025,51.2055,-0.228,1615295.875,1
414214.82,4194129.42,471,503,18.843,0.0114,50.9868,-0.1172,2070881.5,1
413844.97,4193359.34,397,349,20.4956,0.0019,51.2796,-0.0413,1390762.125,1
414024.8,4194249.38,433,527,8.3926,0.0007,51.029,-0.143,3377756.5,1
417205.08,4192815.01,1069,240,5.9667,0.001,51.2545,-0.0831,2215544.5,1
413984.82,4194134.37,425,504,20.8195,0.0032,50.9245,-0.1655,2588560.0,1
413085.08,4192799.19,245,237,5.2062,0.0005,51.0073,-0.0726,4499380.5,1
412999.76,4194409.18,228,559,5.9928,0.0007,51.4396,0.0085,2643054.75,1
416810.05,4192999.94,990,277,9.3974,0.001,51.1989,0.0218,2243378.75,1
416950.12,4192614.96,1018,200,10.3136,0.0009,51.1118,-0.0318,2499063.0,1
415934.99,4193274.76,815,332,14.498,0.003,51.1555,-0.0672,1479502.75,1
413660.14,4192514.31,360,180,4.6183,0.0005,51.1881,-0.0686,3405412.5,1
413134.95,4193479.2,255,373,4.2582,0.0003,50.975,-0.0944,4595729.0,1
413505.07,4192854.28,329,248,11.2243,0.002,50.976,-0.1443,3966296.5,1
412959.91,4193699.17,220,417,8.5552,0.0007,51.1564,-0.0043,4556425.5,1
413789.96,4193449.33,386,367,5.8566,0.0006,51.4272,-0.0191,2615023.25,1
413180.07,4192864.21,264,250,11.5086,0.0009,51.0835,-0.0677,4089448.25,1
415685.06,4192949.71,765,267,5.4369,0.0014,51.0819,-0.118,1301345.75,1
414169.78,4194319.41,462,541,13.4962,0.0016,50.8211,-0.099,1540299.875,1
413429.89,4193784.26,314,434,11.6113,0.001,51.107,-0.0317,2278630.5,1
415940.02,4193104.76,816,298,18.2897,0.0026,51.0739,0.0004,1657087.625,1
414764.77,4194374.53,581,552,55.4256,0.0377,49.7301,0.4589,159474.6719,-1
414159.83,4194089.41,460,495,14.1545,0.0023,51.0714,-0.1042,2387445.5,1
414489.81,4194184.47,526,514,36.088,0.0353,68.4859,-0.7493,-95833.3438,-1
413620.1,4192734.3,352,224,4.0844,0.0003,51.2043,-0.1221,6408902.5,1
413405.13,4192594.26,309,196,14.8591,0.0024,51.1018,-0.0338,5313259.5,1
417070.06,4192929.99,1042,263,8.8224,0.0016,50.5829,-0.2362,1592754.125,1
413039.91,4193669.18,236,411,9.3667,0.0007,51.09,0.0447,4473873.0,1
414759.77,4194399.53,580,557,62.6339,0.0772,51.1671,0.2006,134705.7344,-1
413279.98,4193319.23,284,341,8.2313,0.0009,51.2049,-0.033,3559255.75,1
413089.82,4194114.19,246,500,2.6765,0.0003,51.0569,-0.1139,4679499.5,1
416800.12,4192619.93,988,201,7.4892,0.0008,51.2605,-0.0268,1858897.25,1
412915.07,4192894.16,211,256,11.7722,0.0012,51.1767,-0.0553,5895587.0,1
415324.88,4193819.64,693,441,86.6305,0.053,52.2251,-0.0098,234174.0469,-1
413734.86,4193929.32,375,463,9.6416,0.0005,51.2275,-0.0195,1494346.125,1
417260.07,4192865.02,1080,250,7.1494,0.0026,52.5809,-0.2508,1727439.5,1
413619.9,4193719.3,352,421,3.931,0.0003,51.0126,-0.1358,2487403.0,1
415775.04,4193019.73,783,281,5.5568,0.0019,50.8987,-0.126,1039044.0,1
413105.01,4193199.2,249,317,4.6024,0.0004,51.1258,0.0383,2934303.5,1
413239.91,4193674.22,276,412,5.416,0.0004,51.0728,-0.0392,2440450.75,1
413044.83,4194089.19,237,495,9.193,0.0008,51.0737,-0.0128,4240577.0,1
413814.76,4194414.34,391,560,5.292,0.0018,51.2926,-0.0425,1806056.375,1
414484.81,4194164.47,525,510,36.8491,0.0167,59.3659,-0.4679,616957.0625,-1
414164.95,4193484.41,461,374,8.5412,0.0011,51.3639,-0.0137,624223.5,1
413055.07,4192889.19,239,255,7.7966,0.0005,51.0739,-0.0436,4160591.0,1
413964.79,4194294.37,421,536,7.732,0.0008,51.1636,0.0159,3557688.5,1
413305.12,4192604.24,289,198,6.5032,0.0016,51.1473,-0.0492,5960847.5,1
413829.9,4193749.34,394,427,8.7002,0.0008,51.2251,0.0141,2805133.25,1
413300.13,4192584.24,288,194,8.4144,0.001,51.1051,-0.0885,7124820.5,1
413704.97,4193364.32,369,350,14.6213,0.0018,51.2578,0.0023,2329342.0,1
413464.88,4193829.27,321,443,11.0715,0.0008,50.8769,-0.1328,1917915.5,1
414204.88,4193804.42,469,438,13.7336,0.0028,51.1415,-0.031,805261.0625,1
413804.95,4193494.34,389,376,6.6766,0.0011,51.249,-0.1854,2639155.75,1
413029.89,4193774.18,234,432,6.2409,0.0005,51.0129,-0.0781,4532321.5,1
413705.05,4192954.32,369,268,14.4329,0.0013,51.0191,-0.1366,4656808.0,1
413635.08,4192824.3,355,242,3.8624,0.0003,50.9913,-0.1643,6170378.5,1
413724.94,4193504.32,373,378,12.9101,0.0017,51.1453,-0.1053,2137381.75,1
413089.94,4193539.19,246,385,5.7412,0.0006,51.1135,-0.0872,4051062.75,1
416900.09,4192784.95,1008,234,11.7058,0.0009,51.1575,-0.0844,3162779.75,1
415865.06,4192939.75,801,265,19.2387,0.0177,53.9911,0.266,441627.0,1
413589.95,4193479.29,346,373,15.3342,0.0027,51.2366,0.03,2446556.25,1
413770.03,4193079.33,382,293,9.7234,0.0015,51.1956,-0.0845,2768077.75,1
413165.05,4192984.21,261,274,5.1542,0.0006,51.209,0.051,2875552.0,1
413314.97,4193389.24,291,355,1.8027,0.0004,51.0768,-0.1177,4403983.0,1
414149.79,4194289.41,458,535,11.8151,0.0012,51.0192,-0.0646,1787981.5,1
413924.85,4193954.36,413,468,6.5692,0.0007,51.0638,-0.0486,2282420.25,1
413644.98,4193339.3,357,345,7.4642,0.0006,51.2342,-0.0756,2602195.25,1
414019.88,4193849.38,432,447,10.2434,0.0012,51.2667,0.0193,2824317.0,1
413559.89,4193754.29,340,428,4.1417,0.0002,51.1039,-0.1146,2145749.75,1
414784.79,4194289.53,585,535,72.9482,0.0536,56.4251,0.0656,239800.2969,-1
413620.08,4192839.3,352,245,4.5239,0.0003,51.1232,-0.1151,5931969.5,1
415690.0,4193234.71,766,324,3.2409,0.001,51.3618,-0.0266,1617297.25,1
413620.15,4192484.3,352,174,3.7115,0.0003,51.143,-0.0934,3955596.0,1
414229.82,4194109.42,474,499,11.1254,0.0018,51.2402,-0.0799,2021496.25,1
413444.97,4193384.26,317,354,2.8025,0.0004,51.2822,0.0192,3258263.5,1
416030.02,4193114.78,834,300,13.3625,0.0015,51.091,-0.0249,1523269.375,1
414554.94,4193529.49,539,383,30.9926,0.0006,51.4434,-0.0206,662991.25,1
416060.0,4193214.79,840,320,19.9409,0.0043,51.1856,-0.059,1229500.0,1
412944.96,4193449.17,217,367,13.5635,0.0017,50.9564,-0.1082,5184514.5,1
413105.1,4192739.2,249,225,3.6753,0.0008,51.1001,0.0303,6320601.0,1
414144.82,4194129.4,457,503,16.2856,0.0074,51.1494,0.0138,2514806.75,1
413389.96,4193419.25,306,361,2.9265,0.0002,51.0536,-0.1429,3990030.25,1
413675.13,4192564.31,363,190,8.228,0.0007,51.2229,0.0317,2914645.5,1
413750.08,4192799.33,378,237,10.4269,0.0023,51.2554,-0.045,3761678.0,1
416995.14,4192519.97,1027,181,14.1889,0.0025,51.0512,-0.0205,1743226.875,1
413834.95,4193464.34,395,370,3.2614,0.0004,51.2133,-0.0898,2796371.5,1
414119.78,4194339.4,452,545,15.9902,0.0019,51.0013,-0.0692,1812897.75,1
415259.88,4193849.63,680,447,34.4509,0.1352,90.9373,0.2691,129851.375,-1
414069.8,4194254.39,442,528,6.727,0.0008,50.9854,-0.0905,3066064.0,1
413624.98,4193334.3,353,344,6.2145,0.0004,51.2509,-0.0572,2593018.25,1
413479.88,4193814.27,324,440,7.1627,0.0006,50.8979,-0.1068,1900400.5,1
413624.92,4193604.3,353,398,5.9777,0.0002,51.3029,0.0359,3295781.0,1
413859.76,4194414.35,400,560,9.2643,0.0021,51.2506,-0.0357,2579766.75,1
414094.99,4193299.39,447,337,28.1202,0.0036,51.0957,-0.0379,547007.1875,1
413719.97,4193374.32,372,352,16.318,0.0025,51.3964,0.0615,2362161.25,1
412859.91,4193689.15,200,415,2.8407,0.0001,51.1351,-0.0086,4335896.0,1
417030.09,4192759.98,1034,229,8.9325,0.0012,51.2549,-0.1874,3035761.5,1
414324.95,4193489.44,493,375,7.826,0.0012,50.4428,-0.0498,600390.75,1
413099.96,4193429.2,248,363,2.7174,0.0001,51.1875,-0.0215,4966042.5,1
417100.08,4192839.99,1048,245,1.2583,0.001,51.5442,-0.2311,2152755.25,1
413615.02,4193144.3,351,306,3.7101,0.0005,51.2334,0.0553,2863855.0,1
413655.09,4192789.31,359,235,5.1405,0.0004,51.1934,-0.0774,6361455.0,1
415114.85,4193969.6,651,471,54.6661,0.0988,69.9891,-0.8688,147366.5156,-1
413989.77,4194384.37,426,554,6.7599,0.0008,50.9928,-0.0764,2527896.75,1
415840.03,4193069.74,796,291,53.3694,0.0088,51.3131,0.0511,837741.5,1
417230.13,4192575.02,1074,192,3.0465,0.0006,52.1733,0.0478,2807884.25,1
414239.79,4194294.42,476,536,18.7985,0.0015,51.252,-0.009,1472370.625,1
413755.0,4193234.33,379,324,7.771,0.0007,51.2013,-0.0608,2286514.25,1
413000.13,4192569.18,228,191,6.4268,0.0003,51.2628,0.0363,8264828.5,1
417225.07,4192855.02,1073,248,7.66,0.0015,52.1335,-0.1905,1690215.875,1
413209.77,4194369.22,270,551,19.1266,0.0025,51.1735,0.0441,2229222.5,1
413939.9,4193749.36,416,427,3.8456,0.0004,51.1528,-0.0683,3573302.5,1
413104.82,4194144.2,249,506,3.0435,0.0002,51.1188,-0.1099,4801090.5,1
413604.9,4193729.3,349,423,2.5434,0.0002,50.9095,-0.127,2364898.0,1
416015.03,4193084.78,831,294,12.3605,0.001,50.7735,-0.1157,1463442.125,1
414674.94,4193504.51,563,378,13.3602,0.0014,50.7607,-0.0087,731040.1875,1
413989.95,4193489.37,426,375,89.1015,0.0042,51.3444,-0.0868,1081442.75,1
415635.02,4193104.7,755,298,15.7597,0.0028,51.6462,-0.0578,1768370.375,1
414014.78,4194314.38,431,540,6.561,0.0009,51.083,-0.1112,3225638.25,1
414059.84,4194034.39,440,484,9.2823,0.0006,51.1313,-0.0716,3115406.5,1
413914.84,4194009.36,411,479,5.8525,0.0007,51.032,-0.0438,2089638.625,1
413694.94,4193544.31,367,386,12.0583,0.0014,51.1868,-0.0445,2353676.25,1
413219.91,4193694.22,272,416,3.9198,0.0005,51.0557,-0.0304,2293576.0,1
414084.84,4194034.39,445,484,8.1617,0.0007,51.0395,-0.0963,3022896.75,1
413240.0,4193249.22,276,327,9.5239,0.0009,51.1962,-0.0468,2566503.75,1
413939.99,4193279.36,416,333,10.4888,0.003,51.0425,-0.0509,1028168.625,1
415860.06,4192899.75,800,257,21.1213,0.0151,52.115,-0.1611,599877.0,1
413039.82,4194119.18,236,501,8.212,0.0006,51.231,0.0123,4284183.5,1
416820.07,4192864.94,992,250,6.4106,0.0004,51.1066,-0.1361,2729300.75,1
413505.12,4192639.28,329,205,17.1643,0.0037,51.0421,-0.0942,4002557.75,1
